,Name,TeamName,Nationality,Age,PlayedTime,Goals,Assists,YellowCards,RedCards,TacklesWon,AerialsWon,DuelsWon,ClearancesP90,TouchesP90,InterceptP90,PassesP90,PassesCompleted,AssistsP90,BigChances,DribblesP90,CrossesP90,PenaltyGoals,ShotsP90,TargetShotsP90,CleanSheets,SavesMade,PenaltySaves,MOM,GoalsP90,NonPenaltyGoalsP90,ShotsAccuracy,AvgRating
507,Pietro Terracciano,Fiorentina,Italy,30,625,0,0,0,0,-,67%,67%,1.3,35.4,0.0,24.8,65%,0.00,0,0.0,0.0,0,0.0,0.0,3,2.7,0,1,0.00,0.00,0%,6.7
508,Aleksa Terzić,Fiorentina,Serbia,21,6,0,0,0,0,-,-,-,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,-,-
509,Demba Thiam,SPAL,Senegal,22,180,0,0,0,0,-,50%,50%,0.5,43.0,0.5,29.5,75%,0.00,0,0.0,0.0,0,0.0,0.0,0,6.5,0,0,0.00,0.00,0%,7.4
510,Morten Thorsby,Sampdoria,Norway,24,1866,1,1,8,0,66%,58%,53%,1.5,50.6,0.7,35.8,77%,0.05,0,0.3,0.7,0,0.9,0.2,5,0.0,0,0,0.05,0.05,22%,6.4
511,Lucas Paquetá,Milan,Brazil,23,1101,0,1,7,0,61%,36%,42%,0.7,68.5,0.7,44.6,79%,0.08,2,1.8,0.8,0,2.7,1.0,8,0.0,0,0,0.00,0.00,36%,6.3
512,Jeremy Toljan,Sassuolo,Germany,26,2188,1,2,8,0,55%,26%,45%,1.9,72.6,0.7,49.1,86%,0.08,4,0.7,2.4,0,0.3,0.1,7,0.0,0,0,0.05,0.05,25%,6.3
513,Rafael Tolói,Atalanta,Brazil,30,2606,2,6,11,0,52%,59%,51%,2.7,70.7,1.6,57.1,81%,0.21,5,0.3,0.5,0,0.9,0.3,9,0.0,0,1,0.07,0.07,35%,6.8
514,Takehiro Tomiyasu,Bologna,Japan,22,2532,1,3,8,0,58%,56%,54%,2.3,74.3,1.8,50.1,83%,0.11,2,1.1,1.1,0,0.6,0.1,2,0.0,0,1,0.04,0.04,11%,6.6
515,Nenad Tomović,SPAL,Serbia,33,1755,0,1,5,1,70%,65%,55%,3.2,59.6,1.6,44.6,83%,0.05,0,0.2,0.7,0,0.5,0.1,2,0.0,0,0,0.00,0.00,30%,6.0
516,Sandro Tonali,Brescia,Italy,20,3019,1,7,9,0,66%,42%,53%,1.2,59.6,1.2,40.5,76%,0.21,8,1.1,5.5,0,0.8,0.2,6,0.0,0,0,0.03,0.03,21%,6.4
